user_id,display_name,email,home_city_id,home_currency,locale,budget_band,travel_style,traveller_type,segment,date_of_signup,loyalty_tier,status,created_at,updated_at
usr_c7dcdd3d,Sofia Khan,sofia.khan278@example.invalid,cty_b43cdd57,INR,en-IN,luxury,wellness,couple,cold_start,2026-08-02,none,active,2026-08-02T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_5d270409,Aisha Chatterjee,aisha.chatterjee279@example.invalid,cty_0b92e2e7,INR,en-IN,mid,luxury,friends,cold_start,2026-07-07,silver,active,2026-07-07T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_26c1397d,Elena Fernandes,elena.fernandes280@example.invalid,cty_0b7f5985,CHF,en-IN,shoestring,adventure,backpacker,heavy,2022-10-20,silver,active,2022-10-20T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_0a7c6097,Arun Novak,arun.novak281@example.invalid,cty_541018a9,INR,en-IN,mid,slow,couple,light,2022-11-10,silver,active,2022-11-10T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_bb4265e1,Yuki Costa,yuki.costa282@example.invalid,cty_43d0a650,INR,en-IN,mid,budget,family,light,2023-05-21,none,inactive,2023-05-21T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_2740f754,Daniel Weber,daniel.weber283@example.invalid,cty_009c9fd2,LKR,en-IN,luxury,comfort,couple,cold_start,2026-08-07,silver,active,2026-08-07T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_c950590b,Gautam Rao,gautam.rao284@example.invalid,cty_95e7c8ca,INR,en-IN,luxury,budget,couple,cold_start,2026-07-17,,active,2026-07-17T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_c81e60fe,Thomas Nair,thomas.nair285@example.invalid,cty_3503e391,INR,ta,mid,wellness,business,cold_start,2026-07-06,gold,active,2026-07-06T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_7576a6e0,Elena Pillai,elena.pillai286@example.invalid,cty_34bbfdfe,INR,ml,mid,budget,couple,light,2024-05-04,gold,active,2024-05-04T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_596ee95d,Arun Rossi,arun.rossi287@example.invalid,cty_79cbc59b,BTN,en-IN,shoestring,adventure,business,light,2024-08-04,none,active,2024-08-04T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_e5b92b52,Kabir Verma,kabir.verma288@example.invalid,cty_f29656ff,INR,en-IN,premium,comfort,senior,cold_start,2026-07-16,,active,2026-07-16T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_92918180,Aarav Weber,aarav.weber289@example.invalid,cty_43d0a650,INR,mr,premium,cultural,business,cold_start,2026-07-26,,active,2026-07-26T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_3711a65c,Siddharth Mehta,siddharth.mehta290@example.invalid,cty_36afaa5c,IDR,en-IN,luxury,luxury,friends,cold_start,2026-08-16,gold,active,2026-08-16T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_72818c78,Pooja Verma,pooja.verma291@example.invalid,cty_828a7777,INR,en-IN,mid,comfort,business,light,2025-03-19,silver,active,2025-03-19T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_1cfaf7a0,Sneha Tanaka,sneha.tanaka292@example.invalid,cty_0d062a51,INR,en-IN,mid,comfort,friends,heavy,2023-02-08,,active,2023-02-08T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_b829ab46,Kabir Singh,kabir.singh293@example.invalid,cty_7cb0b529,INR,en-IN,premium,wellness,business,heavy,2026-05-31,none,active,2026-05-31T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_21b63d3b,Riya Bhat,riya.bhat294@example.invalid,cty_7fc82336,INR,en-IN,mid,comfort,couple,cold_start,2026-08-09,gold,active,2026-08-09T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_f4293e56,Shreya Tanaka,shreya.tanaka295@example.invalid,cty_5d572c8a,INR,en-IN,luxury,cultural,senior,light,2024-02-26,none,active,2024-02-26T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_33bed572,Siddharth Bhat,siddharth.bhat296@example.invalid,cty_d4f5e3a5,INR,en-IN,shoestring,luxury,backpacker,light,2023-02-03,silver,active,2023-02-03T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_8a0aaa50,Priya Menon,priya.menon297@example.invalid,cty_7f673457,INR,en-IN,value,comfort,couple,cold_start,2026-08-08,,active,2026-08-08T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_4caa1cc0,Omar Ahmed,omar.ahmed298@example.invalid,cty_a5f16904,THB,th,mid,slow,family,light,2023-01-11,,active,2023-01-11T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_08cb2015,Nikhil Gupta,nikhil.gupta299@example.invalid,cty_cfec17b6,INR,gu,luxury,wellness,friends,cold_start,2026-07-18,gold,active,2026-07-18T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_8e56e75b,Grace Rao,grace.rao300@example.invalid,cty_7b89639e,AED,en-IN,value,budget,senior,heavy,2024-12-12,,active,2024-12-12T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_3d56531d,Karthik Sharma,karthik.sharma301@example.invalid,cty_5d572c8a,INR,en-IN,value,slow,solo,cold_start,2026-07-29,none,active,2026-07-29T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_95492664,Devi Kulkarni,devi.kulkarni302@example.invalid,cty_95d040d8,NPR,ne,shoestring,luxury,solo,heavy,2024-02-09,,active,2024-02-09T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_9473419d,Riya Costa,riya.costa303@example.invalid,cty_d4f5e3a5,INR,te,premium,budget,solo,light,2023-07-03,silver,active,2023-07-03T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_98fc1df6,Aditya Sharma,aditya.sharma304@example.invalid,cty_79cbc59b,BTN,en-IN,mid,adventure,couple,cold_start,2026-07-25,,active,2026-07-25T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_9793e551,Pooja Costa,pooja.costa305@example.invalid,cty_cf1c6ac5,INR,as,value,luxury,couple,cold_start,2026-08-05,none,active,2026-08-05T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_b2323a23,Gautam Mehta,gautam.mehta306@example.invalid,cty_5d572c8a,INR,hi,value,comfort,backpacker,light,2026-05-28,,active,2026-05-28T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_52de2228,Lakshmi Weber,lakshmi.weber307@example.invalid,cty_aa759717,INR,en-IN,shoestring,adventure,business,light,2022-12-12,none,active,2022-12-12T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_3d92578a,Zoya Kim,zoya.kim308@example.invalid,cty_8fc1539e,INR,kn,shoestring,cultural,family,light,2023-04-16,,active,2023-04-16T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_8e84ba7a,Ananya Pillai,ananya.pillai309@example.invalid,cty_c9f34ba7,MYR,en-IN,luxury,budget,friends,heavy,2024-09-20,silver,active,2024-09-20T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_0f63f4f1,Ravi Singh,ravi.singh310@example.invalid,cty_9aa02925,MVR,ar,mid,comfort,family,cold_start,2026-07-14,none,active,2026-07-14T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_d7d11d69,Kavya Menon,kavya.menon311@example.invalid,cty_8fc1539e,INR,en-IN,luxury,budget,solo,heavy,2024-07-25,silver,active,2024-07-25T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_44ec53b5,Vikram Shetty,vikram.shetty312@example.invalid,cty_7be8559f,INR,or,mid,budget,family,cold_start,2026-07-23,,active,2026-07-23T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_66c02924,Chen Patel,chen.patel313@example.invalid,cty_076e8e86,INR,hi,luxury,adventure,backpacker,heavy,2024-01-23,none,active,2024-01-23T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_f3d35bfe,Yuki Iyer,yuki.iyer314@example.invalid,cty_9aa02925,MVR,en-IN,premium,budget,solo,cold_start,2026-07-12,gold,active,2026-07-12T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_1dc8f83e,Farhan Rossi,farhan.rossi315@example.invalid,cty_95e7c8ca,INR,en-IN,luxury,cultural,family,heavy,2022-11-08,gold,active,2022-11-08T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_969a0636,Rohan Menon,rohan.menon316@example.invalid,cty_caf3c1ee,INR,gu,luxury,budget,backpacker,light,2023-10-07,silver,active,2023-10-07T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_2fda18fd,Ritu Chatterjee,ritu.chatterjee317@example.invalid,cty_34bbfdfe,INR,en-IN,shoestring,comfort,family,cold_start,2026-07-06,none,active,2026-07-06T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_f60ade8b,Priya Ahmed,priya.ahmed318@example.invalid,cty_17b8ef2f,INR,kn,shoestring,wellness,family,heavy,2026-03-16,none,active,2026-03-16T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_97d7df2b,Zoya Singh,zoya.singh319@example.invalid,cty_aa759717,INR,hi,luxury,wellness,backpacker,cold_start,2026-08-14,none,active,2026-08-14T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_4787696f,Aisha Pillai,aisha.pillai320@example.invalid,cty_a5f16904,THB,en-IN,premium,wellness,business,light,2025-12-18,none,active,2025-12-18T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_1dce81d4,Bhavna Kim,bhavna.kim321@example.invalid,cty_d35a9652,INR,en-IN,premium,cultural,couple,cold_start,2026-08-16,silver,active,2026-08-16T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_35d340e3,Yuki Kulkarni,yuki.kulkarni322@example.invalid,cty_36afaa5c,IDR,en-IN,luxury,wellness,solo,heavy,2023-07-04,,active,2023-07-04T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_ce2e54f4,Shreya Gupta,shreya.gupta323@example.invalid,cty_590d4b7b,INR,en-IN,mid,adventure,senior,cold_start,2026-07-20,gold,active,2026-07-20T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_65e1a5db,Vikram Tanaka,vikram.tanaka324@example.invalid,cty_10cbee86,INR,hi,shoestring,budget,friends,light,2023-04-21,silver,active,2023-04-21T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_473f44c3,Rohan Mehta,rohan.mehta325@example.invalid,cty_590d4b7b,INR,en-IN,value,luxury,senior,cold_start,2026-07-07,,active,2026-07-07T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_506012f1,Zoya Menon,zoya.menon326@example.invalid,cty_f288c6a0,INR,ta,luxury,wellness,business,light,2022-10-31,,active,2022-10-31T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_34e42e87,Pooja Novak,pooja.novak327@example.invalid,cty_0b92e2e7,INR,hi,value,adventure,backpacker,light,2025-02-28,gold,active,2025-02-28T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_78afc45f,Pooja Shetty,pooja.shetty328@example.invalid,cty_c07454f1,INR,en-IN,luxury,wellness,business,heavy,2025-07-20,silver,active,2025-07-20T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_77e91c3a,Gautam Rao,gautam.rao329@example.invalid,cty_caf3c1ee,INR,gu,shoestring,budget,business,light,2023-08-10,none,active,2023-08-10T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_508f15f0,Bhavna Joshi,bhavna.joshi330@example.invalid,cty_590d4b7b,INR,en-IN,premium,comfort,family,cold_start,2026-08-12,none,active,2026-08-12T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_a9008871,Aisha Patel,aisha.patel331@example.invalid,cty_5d572c8a,INR,en-IN,premium,adventure,solo,cold_start,2026-07-24,silver,active,2026-07-24T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_540d307a,Ritu Chatterjee,ritu.chatterjee332@example.invalid,cty_c0f2d9de,NPR,en-IN,value,slow,friends,light,2026-07-09,gold,inactive,2026-07-09T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_8ba42edb,Joseph Tanaka,joseph.tanaka333@example.invalid,cty_7fc82336,INR,en-IN,mid,budget,business,light,2023-05-30,,active,2023-05-30T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_d1c73fb8,Neha Verma,neha.verma334@example.invalid,cty_a97c33ad,INR,kn,luxury,comfort,couple,heavy,2024-03-27,none,active,2024-03-27T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_e9d7fa81,Grace Bhat,grace.bhat335@example.invalid,cty_f8b75f8e,INR,ta,premium,slow,business,light,2023-05-01,none,active,2023-05-01T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_e99f58c3,Marco Ahmed,marco.ahmed336@example.invalid,cty_ab50efee,INR,en-IN,premium,wellness,friends,heavy,2024-05-27,none,active,2024-05-27T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_bc8d5d3b,Daniel Nair,daniel.nair337@example.invalid,cty_aa759717,INR,hi,luxury,comfort,couple,light,2024-08-28,gold,active,2024-08-28T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_f1a3e91c,Siddharth Costa,siddharth.costa338@example.invalid,cty_0d062a51,INR,en-IN,shoestring,slow,family,cold_start,2026-07-05,,active,2026-07-05T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_a92716e6,Rahul Joshi,rahul.joshi339@example.invalid,cty_7f673457,INR,ta,premium,adventure,business,cold_start,2026-07-09,,active,2026-07-09T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_e6dcafe4,Riya Joshi,riya.joshi340@example.invalid,cty_9327d518,INR,en-IN,mid,luxury,backpacker,cold_start,2026-07-26,,active,2026-07-26T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_cb3be250,Rohan Gupta,rohan.gupta341@example.invalid,cty_79cbc59b,BTN,en-IN,mid,adventure,family,cold_start,2026-07-07,gold,active,2026-07-07T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_7d136b40,Zoya Joshi,zoya.joshi342@example.invalid,cty_0d9ab6ff,INR,hi,value,wellness,senior,light,2025-01-02,silver,active,2025-01-02T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_e528f9b0,Daniel Chatterjee,daniel.chatterjee343@example.invalid,cty_076e8e86,INR,en-IN,premium,comfort,business,cold_start,2026-08-07,silver,active,2026-08-07T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_c36e8fdb,Kavya Menon,kavya.menon344@example.invalid,cty_828a7777,INR,en-IN,luxury,luxury,senior,light,2026-05-14,gold,active,2026-05-14T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_df88839b,Sanjay Bhat,sanjay.bhat345@example.invalid,cty_6320eea9,QAR,ar,shoestring,cultural,family,cold_start,2026-07-24,,active,2026-07-24T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_ab44eb3e,Priya Das,priya.das346@example.invalid,cty_0d9ab6ff,INR,en-IN,mid,luxury,family,light,2025-08-22,gold,active,2025-08-22T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_0af476d1,Ritu Mehta,ritu.mehta347@example.invalid,cty_828a7777,INR,en-IN,mid,comfort,family,light,2024-11-04,none,active,2024-11-04T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_13f77754,Chen Reddy,chen.reddy348@example.invalid,cty_34bbfdfe,INR,ml,shoestring,budget,solo,cold_start,2026-07-26,,active,2026-07-26T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_df77fb8e,Daniel Costa,daniel.costa349@example.invalid,cty_b6ccbb3b,INR,or,shoestring,luxury,friends,cold_start,2026-07-07,,active,2026-07-07T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_372a30af,Shreya Das,shreya.das350@example.invalid,cty_f29656ff,INR,mr,shoestring,comfort,couple,cold_start,2026-08-15,gold,active,2026-08-15T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_6e3b5c10,Devi Wong,devi.wong351@example.invalid,cty_0d9ab6ff,INR,hi,premium,budget,backpacker,light,2024-03-06,gold,active,2024-03-06T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_626af22b,Shreya Iyer,shreya.iyer352@example.invalid,cty_caf3c1ee,INR,gu,mid,budget,family,light,2022-12-30,none,active,2022-12-30T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_1bd9093b,Aditya Nair,aditya.nair353@example.invalid,cty_1ced6ede,AED,en-IN,luxury,cultural,senior,cold_start,2026-08-01,,active,2026-08-01T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_0142dc28,Aditya Ahmed,aditya.ahmed354@example.invalid,cty_a5f16904,THB,en-IN,luxury,adventure,senior,cold_start,2026-07-31,,active,2026-07-31T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_4e1b489a,Gautam Costa,gautam.costa355@example.invalid,cty_9327d518,INR,en-IN,shoestring,adventure,family,cold_start,2026-07-05,none,active,2026-07-05T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_8fd32aa8,Bhavna Silva,bhavna.silva356@example.invalid,cty_905fd8a1,SGD,en-IN,shoestring,cultural,backpacker,heavy,2025-02-02,,active,2025-02-02T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_10839e04,Neha Rossi,neha.rossi357@example.invalid,cty_95d040d8,NPR,ne,luxury,slow,couple,cold_start,2026-08-12,silver,active,2026-08-12T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_ce941853,Maya Weber,maya.weber358@example.invalid,cty_0b92e2e7,INR,hi,value,wellness,backpacker,light,2026-01-29,gold,active,2026-01-29T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_51983e08,Devi Kulkarni,devi.kulkarni359@example.invalid,cty_d401ef6b,INR,en-IN,premium,budget,couple,cold_start,2026-08-17,none,active,2026-08-17T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_1217680f,Riya Novak,riya.novak360@example.invalid,cty_67ee7f6f,INR,ml,shoestring,luxury,senior,heavy,2025-11-18,gold,active,2025-11-18T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_fd8f7b49,Sneha Silva,sneha.silva361@example.invalid,cty_10cbee86,INR,en-IN,luxury,wellness,backpacker,heavy,2023-08-07,,active,2023-08-07T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_c6012016,Aisha Fernandes,aisha.fernandes362@example.invalid,cty_aa759717,INR,en-IN,premium,slow,senior,cold_start,2026-08-13,,active,2026-08-13T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_62b3f8b8,Nisha Fernandes,nisha.fernandes363@example.invalid,cty_a97c33ad,INR,en-IN,value,wellness,friends,cold_start,2026-08-11,,active,2026-08-11T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_1b834d08,Kavya Fernandes,kavya.fernandes364@example.invalid,cty_a50bc5dd,LKR,si,value,slow,solo,cold_start,2026-07-14,gold,active,2026-07-14T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_b78359f6,Pooja Fernandes,pooja.fernandes365@example.invalid,cty_0b7f5985,CHF,de,value,slow,solo,heavy,2025-04-28,silver,active,2025-04-28T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_01037e5c,Karthik Das,karthik.das366@example.invalid,cty_34bbfdfe,INR,en-IN,value,comfort,family,cold_start,2026-07-20,gold,active,2026-07-20T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_353c55a8,Ravi Khan,ravi.khan367@example.invalid,cty_67ee7f6f,INR,ml,luxury,slow,solo,light,2024-09-25,gold,active,2024-09-25T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_46091d13,Ishaan Joshi,ishaan.joshi368@example.invalid,cty_d35a9652,INR,hi,premium,comfort,family,light,2023-09-05,,active,2023-09-05T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_3ee2992a,Thomas Sharma,thomas.sharma369@example.invalid,cty_f29656ff,INR,en-IN,mid,luxury,backpacker,cold_start,2026-07-15,,active,2026-07-15T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_0567fe37,Marco Tanaka,marco.tanaka370@example.invalid,cty_7b89639e,AED,en-IN,value,luxury,couple,light,2024-06-13,silver,active,2024-06-13T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_79248234,Fatima Bhat,fatima.bhat371@example.invalid,cty_cfec17b6,INR,gu,shoestring,budget,senior,cold_start,2026-08-15,,active,2026-08-15T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_68f5f82d,Karthik Rao,karthik.rao372@example.invalid,cty_0d9ab6ff,INR,hi,premium,wellness,couple,cold_start,2026-08-15,,active,2026-08-15T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_ea41e115,Grace Rossi,grace.rossi373@example.invalid,cty_bbb31d67,INR,en-IN,mid,slow,solo,light,2025-03-16,,active,2025-03-16T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_bbf1e497,Yuki Gupta,yuki.gupta374@example.invalid,cty_43d0a650,INR,mr,shoestring,luxury,business,cold_start,2026-07-17,,active,2026-07-17T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_451855a4,Joseph Sharma,joseph.sharma375@example.invalid,cty_7fc82336,INR,ta,mid,slow,couple,cold_start,2026-08-09,,active,2026-08-09T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_50dd9495,Ravi Pillai,ravi.pillai376@example.invalid,cty_8b6b1652,INR,en-IN,shoestring,budget,solo,light,2026-04-15,,active,2026-04-15T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_265423cc,Nikhil Iyer,nikhil.iyer377@example.invalid,cty_a50bc5dd,LKR,en-IN,mid,budget,family,cold_start,2026-07-13,gold,active,2026-07-13T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_1f2ffeef,Aisha Chatterjee,aisha.chatterjee378@example.invalid,cty_f288c6a0,INR,ta,premium,comfort,business,heavy,2024-10-13,silver,active,2024-10-13T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_31a7937d,Diya Tanaka,diya.tanaka379@example.invalid,cty_5d572c8a,INR,en-IN,mid,luxury,senior,cold_start,2026-08-17,,active,2026-08-17T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_b1b8dc45,Omar Menon,omar.menon380@example.invalid,cty_828a7777,INR,ur,mid,comfort,business,light,2026-06-19,none,active,2026-06-19T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_55a04c8d,Manav Wong,manav.wong381@example.invalid,cty_17b8ef2f,INR,en-IN,shoestring,luxury,family,light,2024-03-29,none,active,2024-03-29T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_49c29e32,Elena Shetty,elena.shetty382@example.invalid,cty_caf3c1ee,INR,gu,mid,wellness,couple,light,2025-03-31,silver,active,2025-03-31T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_5e7ab07d,Omar Chatterjee,omar.chatterjee383@example.invalid,cty_c43cfa94,INR,bn,value,slow,solo,cold_start,2026-07-24,gold,active,2026-07-24T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_38ae75c0,Karthik Rossi,karthik.rossi384@example.invalid,cty_7b89639e,AED,ar,premium,luxury,friends,light,2023-11-03,none,active,2023-11-03T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_598fd23f,Lakshmi Patel,lakshmi.patel385@example.invalid,cty_79cbc59b,BTN,en-IN,premium,budget,couple,light,2026-04-12,,active,2026-04-12T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_a6999f45,Devi Chatterjee,devi.chatterjee386@example.invalid,cty_541018a9,INR,ml,premium,comfort,senior,heavy,2026-03-08,none,active,2026-03-08T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_86c0581f,Riya Chatterjee,riya.chatterjee387@example.invalid,cty_5698a7ab,INR,hi,luxury,comfort,backpacker,cold_start,2026-07-26,,active,2026-07-26T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_595656b6,Nisha Mehta,nisha.mehta388@example.invalid,cty_95d040d8,NPR,en-IN,luxury,budget,family,cold_start,2026-08-01,,active,2026-08-01T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_8317ab30,Aditya Joshi,aditya.joshi389@example.invalid,cty_5698a7ab,INR,hi,shoestring,wellness,senior,light,2026-01-24,silver,active,2026-01-24T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_5303ee80,Marco Kulkarni,marco.kulkarni390@example.invalid,cty_0b92e2e7,INR,en-IN,shoestring,comfort,backpacker,light,2025-01-07,silver,active,2025-01-07T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_f13873e9,Sofia Costa,sofia.costa391@example.invalid,cty_ab50efee,INR,bn,value,slow,solo,cold_start,2026-08-13,,active,2026-08-13T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_5e4aa2d9,Rohan Kim,rohan.kim392@example.invalid,cty_51a149b7,JPY,en-IN,mid,slow,friends,cold_start,2026-07-16,none,active,2026-07-16T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_fe68ac3c,Omar Bose,omar.bose393@example.invalid,cty_590d4b7b,INR,en-IN,luxury,budget,family,cold_start,2026-08-08,,active,2026-08-08T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_46f5d250,Rohan Wong,rohan.wong394@example.invalid,cty_95d040d8,NPR,ne,value,comfort,couple,cold_start,2026-07-05,none,active,2026-07-05T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_0db0f175,Arjun Rossi,arjun.rossi395@example.invalid,cty_0d062a51,INR,pa,luxury,slow,senior,cold_start,2026-07-06,,active,2026-07-06T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_5549036e,Ishaan Kim,ishaan.kim396@example.invalid,cty_f29656ff,INR,en-IN,mid,adventure,family,cold_start,2026-08-10,gold,active,2026-08-10T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_0dc68a1c,Rahul Novak,rahul.novak397@example.invalid,cty_95e7c8ca,INR,en-IN,mid,cultural,business,light,2024-07-09,none,active,2024-07-09T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_ae648c19,Rohan Kim,rohan.kim398@example.invalid,cty_ccb4fb74,INR,ne,luxury,budget,backpacker,light,2025-05-04,,active,2025-05-04T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_9b002a1a,Ravi Nair,ravi.nair399@example.invalid,cty_ab50efee,INR,bn,shoestring,comfort,couple,light,2024-05-28,silver,active,2024-05-28T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_a6c69ded,Vikram Fernandes,vikram.fernandes400@example.invalid,cty_5698a7ab,INR,en-IN,shoestring,adventure,backpacker,light,2023-11-09,none,active,2023-11-09T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_3190040f,Aisha Kulkarni,aisha.kulkarni401@example.invalid,cty_5698a7ab,INR,en-IN,premium,comfort,family,cold_start,2026-07-19,,active,2026-07-19T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_656b5a35,Lakshmi Iyer,lakshmi.iyer402@example.invalid,cty_c0f2d9de,NPR,ne,value,adventure,backpacker,cold_start,2026-08-09,,active,2026-08-09T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_1d51b0cb,Neha Bose,neha.bose403@example.invalid,cty_43d0a650,INR,mr,luxury,comfort,family,light,2025-07-29,,active,2025-07-29T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_a6b776c8,Sofia Gupta,sofia.gupta404@example.invalid,cty_f29656ff,INR,en-IN,shoestring,budget,business,cold_start,2026-08-04,silver,active,2026-08-04T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_b2ea84e0,Meera Costa,meera.costa405@example.invalid,cty_a5f16904,THB,en-IN,shoestring,wellness,senior,cold_start,2026-07-19,none,active,2026-07-19T09:00:00+05:30,2026-08-18T10:00:00+05:30
